"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.798521993E1,7.635590737E-5,1.527118147E-4,-2.290677221E-4
3.799487717E1,7.635590737E-5,7.635590737E-4,9.926267667E-4
3.800453441E1,-6.108472589E-4,-4.581354442E-4,3.817795368E-4
3.801419165E1,7.635590737E-5,1.527118147E-4,-2.290677221E-4
3.802384889E1,7.635590737E-5,1.527118147E-4,3.817795368E-4
3.803350618E1,7.635590737E-5,1.527118147E-4,-2.290677221E-4
3.804316342E1,-5.344913807E-4,1.527118147E-4,-2.290677221E-4
3.805282066E1,-5.344913807E-4,1.527118147E-4,3.817795368E-4
3.806247790E1,7.635590737E-5,1.527118147E-4,3.817795368E-4
3.807213514E1,-5.344913807E-4,1.527118147E-4,-2.290677221E-4
3.808179238E1,7.635590737E-5,-4.581354442E-4,-2.290677221E-4
3.809144962E1,7.635590737E-5,1.527118147E-4,-2.290677221E-4
3.810110686E1,7.635590737E-5,7.635590737E-4,3.817795368E-4
3.811076415E1,-5.344913807E-4,1.527118147E-4,-2.290677221E-4
3.812042139E1,7.635590737E-5,1.527118147E-4,3.817795368E-4
3.813007863E1,-5.344913807E-4,1.527118147E-4,3.817795368E-4
3.813973587E1,-5.344913807E-4,7.635590737E-4,-2.290677221E-4
3.814939311E1,-5.344913807E-4,1.527118147E-4,3.817795368E-4
3.815905035E1,-5.344913807E-4,1.527118147E-4,-2.290677221E-4
3.816870759E1,7.635590737E-5,1.527118147E-4,-2.290677221E-4
3.817836483E1,7.635590737E-5,1.527118147E-4,-2.290677221E-4
3.818802207E1,7.635590737E-5,1.527118147E-4,-2.290677221E-4
3.819767931E1,1.527118147E-4,1.527118147E-4,-2.290677221E-4
3.820733660E1,1.527118147E-4,1.527118147E-4,-2.290677221E-4
3.821699384E1,1.527118147E-4,1.527118147E-4,-2.290677221E-4
3.822665108E1,-4.581354442E-4,-1.068982761E-3,-2.290677221E-4
3.823630832E1,1.527118147E-4,-4.581354442E-4,-8.399150101E-4
3.824596556E1,-4.581354442E-4,7.635590737E-4,3.817795368E-4
3.825562280E1,1.527118147E-4,-4.581354442E-4,3.817795368E-4
3.826528004E1,1.527118147E-4,1.527118147E-4,9.926267667E-4
3.827493728E1,1.527118147E-4,7.635590737E-5,-2.290677221E-4
3.828459452E1,-4.581354442E-4,7.635590737E-5,-2.290677221E-4
3.829425181E1,-4.581354442E-4,7.635590737E-5,-2.290677221E-4
3.830390905E1,-4.581354442E-4,-5.344913807E-4,9.926267667E-4
3.831356629E1,1.527118147E-4,-5.344913807E-4,3.817795368E-4
3.832322353E1,-4.581354442E-4,-5.344913807E-4,9.926267667E-4
3.833288077E1,2.290677221E-4,6.872031372E-4,9.926267667E-4
3.834253801E1,2.290677221E-4,-5.344913807E-4,3.817795368E-4
3.835219525E1,-4.581354442E-4,7.635590737E-5,-2.290677221E-4
3.836185248E1,-3.817795368E-4,7.635590737E-5,3.817795368E-4
3.837150978E1,-3.817795368E-4,7.635590737E-5,-2.290677221E-4
3.838116696E1,-1.068982761E-3,-5.344913807E-4,3.817795368E-4
3.839082426E1,2.290677221E-4,7.635590737E-5,-8.399150101E-4
3.840048150E1,2.290677221E-4,-5.344913807E-4,3.817795368E-4
3.841013874E1,2.290677221E-4,7.635590737E-5,9.926267667E-4
3.841979598E1,-9.926267667E-4,7.635590737E-5,3.817795368E-4
3.842945321E1,2.290677221E-4,-5.344913807E-4,-2.290677221E-4
3.843911045E1,8.399150101E-4,7.635590737E-5,-2.290677221E-4
3.844876769E1,2.290677221E-4,7.635590737E-5,-2.290677221E-4
3.845842493E1,2.290677221E-4,-5.344913807E-4,-8.399150101E-4
3.846808217E1,2.290677221E-4,7.635590737E-5,-2.290677221E-4
3.847773946E1,-3.817795368E-4,-5.344913807E-4,-3.054236295E-4
3.848739670E1,-3.817795368E-4,-5.344913807E-4,3.054236295E-4
3.849705394E1,9.162708884E-4,7.635590737E-5,3.054236295E-4
3.850671118E1,2.290677221E-4,-5.344913807E-4,-3.054236295E-4
3.851636842E1,2.290677221E-4,-5.344913807E-4,3.054236295E-4
3.852602566E1,2.290677221E-4,6.872031372E-4,-3.054236295E-4
3.853568290E1,-9.926267667E-4,6.872031372E-4,3.054236295E-4
3.854534014E1,-3.817795368E-4,6.872031372E-4,3.054236295E-4
3.855499738E1,3.054236295E-4,7.635590737E-5,3.054236295E-4
3.856465467E1,-3.817795368E-4,-5.344913807E-4,-3.054236295E-4
3.857431191E1,-9.926267667E-4,7.635590737E-5,-3.054236295E-4
3.858396915E1,-3.817795368E-4,-4.581354442E-4,-3.054236295E-4
3.859362639E1,3.054236295E-4,1.527118147E-4,-3.054236295E-4
3.860328363E1,9.162708884E-4,1.527118147E-4,-3.054236295E-4
3.861294087E1,-3.054236295E-4,1.527118147E-4,-9.162708884E-4
3.862259811E1,-3.054236295E-4,-4.581354442E-4,-3.054236295E-4
3.863225535E1,-3.054236295E-4,-4.581354442E-4,3.054236295E-4
3.864191259E1,3.054236295E-4,-4.581354442E-4,-3.054236295E-4
3.865156983E1,3.054236295E-4,-4.581354442E-4,-9.162708884E-4
3.866122707E1,3.054236295E-4,-4.581354442E-4,-3.054236295E-4
3.867088436E1,3.054236295E-4,1.527118147E-4,3.054236295E-4
3.868054160E1,3.054236295E-4,-4.581354442E-4,3.054236295E-4
3.869019884E1,3.054236295E-4,-4.581354442E-4,-3.054236295E-4
3.869985608E1,9.162708884E-4,-4.581354442E-4,-3.054236295E-4
3.870951332E1,3.054236295E-4,1.527118147E-4,3.054236295E-4
3.871917056E1,-3.054236295E-4,1.527118147E-4,9.162708884E-4
3.872882780E1,-3.054236295E-4,7.635590737E-4,-3.054236295E-4
3.873848504E1,-3.054236295E-4,-4.581354442E-4,9.162708884E-4
3.874814228E1,3.054236295E-4,1.527118147E-4,3.054236295E-4
3.875779957E1,3.054236295E-4,1.527118147E-4,3.054236295E-4
3.876745681E1,9.162708884E-4,1.527118147E-4,3.054236295E-4
3.877711405E1,-3.054236295E-4,-4.581354442E-4,3.054236295E-4
3.878677129E1,-3.054236295E-4,1.527118147E-4,9.162708884E-4
3.879642853E1,-3.054236295E-4,1.527118147E-4,3.054236295E-4
3.880608577E1,3.054236295E-4,1.527118147E-4,-9.162708884E-4
3.881574301E1,3.054236295E-4,1.527118147E-4,-9.162708884E-4
3.882540025E1,3.054236295E-4,8.399150101E-4,-3.054236295E-4
3.883505748E1,-3.054236295E-4,2.290677221E-4,3.054236295E-4
3.884471472E1,3.054236295E-4,-3.817795368E-4,3.054236295E-4
3.885437202E1,3.054236295E-4,2.290677221E-4,3.054236295E-4
3.886402926E1,3.054236295E-4,2.290677221E-4,-9.162708884E-4
3.887368650E1,3.054236295E-4,-3.817795368E-4,-9.162708884E-4
3.888334374E1,9.162708884E-4,2.290677221E-4,3.054236295E-4
3.889300098E1,2.290677221E-4,2.290677221E-4,-2.290677221E-4
3.890265821E1,9.162708884E-4,2.290677221E-4,-9.162708884E-4
3.891231545E1,2.290677221E-4,2.290677221E-4,-3.054236295E-4
3.892197269E1,-3.817795368E-4,-3.817795368E-4,3.054236295E-4
3.893162993E1,-3.817795368E-4,-3.817795368E-4,9.162708884E-4
3.894128717E1,-3.817795368E-4,2.290677221E-4,3.054236295E-4
3.895094441E1,-3.817795368E-4,-3.817795368E-4,-3.054236295E-4
3.896060170E1,2.290677221E-4,2.290677221E-4,-9.162708884E-4
3.897025894E1,2.290677221E-4,8.399150101E-4,3.054236295E-4
3.897991618E1,-3.817795368E-4,2.290677221E-4,-3.054236295E-4
3.898957342E1,2.290677221E-4,2.290677221E-4,-9.162708884E-4
3.899923066E1,-3.817795368E-4,2.290677221E-4,-9.162708884E-4
3.900888790E1,-3.817795368E-4,-3.817795368E-4,-3.054236295E-4
3.901854514E1,2.290677221E-4,2.290677221E-4,-3.054236295E-4
3.902820238E1,-3.817795368E-4,-3.817795368E-4,3.054236295E-4
3.903785962E1,2.290677221E-4,-3.817795368E-4,-3.054236295E-4
3.904751691E1,2.290677221E-4,2.290677221E-4,-3.054236295E-4
3.905717415E1,2.290677221E-4,8.399150101E-4,-3.054236295E-4
3.906683139E1,-4.581354442E-4,2.290677221E-4,-3.054236295E-4
3.907648863E1,-4.581354442E-4,1.527118147E-4,3.054236295E-4
3.908614587E1,-4.581354442E-4,-4.581354442E-4,-2.290677221E-4
3.909580311E1,-4.581354442E-4,1.527118147E-4,-2.290677221E-4
3.910546035E1,-4.581354442E-4,-4.581354442E-4,-2.290677221E-4
3.911511759E1,1.527118147E-4,-4.581354442E-4,-2.290677221E-4
3.912477483E1,1.527118147E-4,-4.581354442E-4,-8.399150101E-4
3.913443207E1,1.527118147E-4,-4.581354442E-4,3.817795368E-4
3.914408936E1,1.527118147E-4,-4.581354442E-4,3.817795368E-4
3.915374660E1,-4.581354442E-4,1.527118147E-4,9.926267667E-4
3.916340384E1,-1.068982761E-3,1.527118147E-4,-2.290677221E-4
3.917306108E1,1.527118147E-4,1.527118147E-4,-2.290677221E-4
3.918271832E1,-4.581354442E-4,-4.581354442E-4,3.817795368E-4
3.919237556E1,2.290677221E-4,-4.581354442E-4,-8.399150101E-4
3.920203280E1,2.290677221E-4,-4.581354442E-4,-8.399150101E-4
3.921169004E1,-4.581354442E-4,-4.581354442E-4,3.817795368E-4
3.922134728E1,-4.581354442E-4,-4.581354442E-4,-2.290677221E-4
3.923100452E1,-4.581354442E-4,1.527118147E-4,-2.290677221E-4
3.924066176E1,2.290677221E-4,1.527118147E-4,-1.527118147E-4
3.925031905E1,8.399150101E-4,-4.581354442E-4,-7.635590737E-4
3.925997629E1,2.290677221E-4,-4.581354442E-4,-1.527118147E-4
3.926963353E1,-3.817795368E-4,-4.581354442E-4,-1.527118147E-4
3.927929077E1,2.290677221E-4,-4.581354442E-4,-1.527118147E-4
3.928894801E1,-3.817795368E-4,1.527118147E-4,-1.527118147E-4
3.929860525E1,-3.817795368E-4,1.527118147E-4,1.068982761E-3
3.930826248E1,2.290677221E-4,-4.581354442E-4,4.581354442E-4
3.931791972E1,2.290677221E-4,1.527118147E-4,4.581354442E-4
3.932757696E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
3.933723420E1,2.290677221E-4,2.290677221E-4,1.068982761E-3
3.934689144E1,-3.817795368E-4,2.290677221E-4,4.581354442E-4
3.935654874E1,2.290677221E-4,-3.817795368E-4,4.581354442E-4
3.936620598E1,2.290677221E-4,2.290677221E-4,4.581354442E-4
3.937586321E1,-3.817795368E-4,-3.817795368E-4,4.581354442E-4
3.938552045E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
3.939517769E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
3.940483493E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
3.941449217E1,2.290677221E-4,2.290677221E-4,-7.635590737E-4
3.942414941E1,-3.817795368E-4,2.290677221E-4,4.581354442E-4
3.943380665E1,-3.817795368E-4,2.290677221E-4,-1.527118147E-4
3.944346389E1,9.162708884E-4,2.290677221E-4,-7.635590737E-4
3.945312113E1,9.162708884E-4,-3.817795368E-4,-1.527118147E-4
3.946277837E1,-3.817795368E-4,-3.817795368E-4,4.581354442E-4
3.947243561E1,-3.817795368E-4,-3.817795368E-4,-1.527118147E-4
3.948209290E1,3.054236295E-4,3.054236295E-4,4.581354442E-4
3.949175014E1,-3.817795368E-4,-3.054236295E-4,1.068982761E-3
3.950140738E1,9.162708884E-4,3.054236295E-4,4.581354442E-4
3.951106462E1,9.162708884E-4,-3.054236295E-4,-7.635590737E-4
3.952072186E1,3.054236295E-4,3.054236295E-4,4.581354442E-4
3.953037910E1,2.290677221E-4,3.054236295E-4,-7.635590737E-4
3.954003634E1,-3.817795368E-4,-3.054236295E-4,-1.527118147E-4
3.954969358E1,2.290677221E-4,-3.054236295E-4,-1.527118147E-4
3.955935082E1,2.290677221E-4,-3.054236295E-4,-1.527118147E-4
3.956900806E1,-3.817795368E-4,3.054236295E-4,-1.527118147E-4
3.957866535E1,2.290677221E-4,-3.054236295E-4,-1.527118147E-4
3.958832259E1,2.290677221E-4,3.054236295E-4,-1.527118147E-4
3.959797983E1,-3.817795368E-4,-3.054236295E-4,4.581354442E-4
3.960763707E1,-3.817795368E-4,-3.054236295E-4,-1.527118147E-4
3.961729431E1,-3.817795368E-4,-3.054236295E-4,-1.527118147E-4
3.962695155E1,-3.817795368E-4,3.054236295E-4,4.581354442E-4
3.963660879E1,-3.817795368E-4,-3.054236295E-4,4.581354442E-4
3.964626603E1,2.290677221E-4,9.162708884E-4,4.581354442E-4
3.965592327E1,2.290677221E-4,-3.054236295E-4,4.581354442E-4
3.966558051E1,-3.817795368E-4,3.054236295E-4,-2.290677221E-4
3.967523775E1,2.290677221E-4,9.162708884E-4,-2.290677221E-4
3.968489498E1,2.290677221E-4,3.054236295E-4,-8.399150101E-4
3.969455228E1,2.290677221E-4,3.054236295E-4,3.817795368E-4
3.970420952E1,2.290677221E-4,-3.054236295E-4,-2.290677221E-4
3.971386676E1,-4.581354442E-4,-3.054236295E-4,-2.290677221E-4
3.972352400E1,2.290677221E-4,3.054236295E-4,-2.290677221E-4
3.973318124E1,-4.581354442E-4,3.054236295E-4,-2.290677221E-4
3.974283848E1,2.290677221E-4,3.054236295E-4,-2.290677221E-4
3.975249571E1,2.290677221E-4,3.054236295E-4,9.926267667E-4
3.976215295E1,-4.581354442E-4,3.054236295E-4,-2.290677221E-4
3.977181019E1,-4.581354442E-4,-3.054236295E-4,-2.290677221E-4
3.978146743E1,1.527118147E-4,3.054236295E-4,-2.290677221E-4
3.979112467E1,1.527118147E-4,-3.054236295E-4,-2.290677221E-4
3.980078191E1,1.527118147E-4,-3.054236295E-4,-2.290677221E-4
3.981043915E1,8.399150101E-4,-3.054236295E-4,-8.399150101E-4
3.982009644E1,1.527118147E-4,9.162708884E-4,3.817795368E-4
3.982975368E1,-4.581354442E-4,-3.054236295E-4,3.817795368E-4
3.983941092E1,2.290677221E-4,-9.162708884E-4,3.817795368E-4
3.984906816E1,2.290677221E-4,-3.054236295E-4,3.817795368E-4
3.985872540E1,-4.581354442E-4,-3.054236295E-4,-2.290677221E-4
3.986838264E1,2.290677221E-4,3.054236295E-4,-2.290677221E-4
3.987803988E1,2.290677221E-4,9.162708884E-4,3.817795368E-4
3.988769712E1,-4.581354442E-4,3.054236295E-4,-2.290677221E-4
3.989735436E1,2.290677221E-4,3.054236295E-4,3.817795368E-4
3.990701160E1,8.399150101E-4,9.162708884E-4,4.581354442E-4
3.991666884E1,8.399150101E-4,3.054236295E-4,-1.527118147E-4
3.992632613E1,2.290677221E-4,-3.054236295E-4,-7.635590737E-4
3.993598337E1,-4.581354442E-4,3.054236295E-4,-1.527118147E-4
3.994564061E1,-4.581354442E-4,-3.054236295E-4,4.581354442E-4
3.995529785E1,-4.581354442E-4,-3.054236295E-4,-7.635590737E-4
3.996495509E1,-4.581354442E-4,-3.817795368E-4,-1.527118147E-4
3.997461233E1,-4.581354442E-4,-9.926267667E-4,-1.527118147E-4
3.998426957E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
3.999392681E1,-1.068982761E-3,2.290677221E-4,-7.635590737E-4
4.000358405E1,-4.581354442E-4,-3.817795368E-4,-7.635590737E-4
4.001324129E1,1.527118147E-4,2.290677221E-4,4.581354442E-4
4.002289853E1,1.527118147E-4,-3.817795368E-4,-1.527118147E-4
4.003255577E1,1.527118147E-4,-3.817795368E-4,-1.527118147E-4
4.004221301E1,1.527118147E-4,-3.817795368E-4,-1.527118147E-4
4.005187025E1,1.527118147E-4,-3.817795368E-4,-1.527118147E-4
4.006152754E1,8.399150101E-4,-9.926267667E-4,-7.635590737E-4
4.007118478E1,-4.581354442E-4,2.290677221E-4,-7.635590737E-4
4.008084202E1,-4.581354442E-4,2.290677221E-4,-7.635590737E-4
4.009049926E1,-1.068982761E-3,2.290677221E-4,-1.527118147E-4
4.010015650E1,-4.581354442E-4,2.290677221E-4,4.581354442E-4
4.010981374E1,-4.581354442E-4,2.290677221E-4,-1.527118147E-4
4.011947098E1,-4.581354442E-4,-3.817795368E-4,4.581354442E-4
4.012912821E1,1.527118147E-4,8.399150101E-4,4.581354442E-4
4.013878545E1,-4.581354442E-4,2.290677221E-4,1.068982761E-3
4.014844269E1,1.527118147E-4,8.399150101E-4,4.581354442E-4
4.015809993E1,2.290677221E-4,8.399150101E-4,4.581354442E-4
4.016775717E1,-4.581354442E-4,2.290677221E-4,-1.527118147E-4
4.017741441E1,-4.581354442E-4,2.290677221E-4,4.581354442E-4
4.018707170E1,-4.581354442E-4,2.290677221E-4,-1.527118147E-4
4.019672894E1,8.399150101E-4,-3.817795368E-4,-7.635590737E-4
4.020638618E1,2.290677221E-4,2.290677221E-4,-1.527118147E-4
4.021604342E1,2.290677221E-4,-3.817795368E-4,-1.527118147E-4
4.022570066E1,2.290677221E-4,3.054236295E-4,4.581354442E-4
4.023535790E1,-3.817795368E-4,-3.054236295E-4,4.581354442E-4
4.024501514E1,-3.817795368E-4,-3.054236295E-4,5.344913807E-4
4.025467238E1,-3.817795368E-4,2.290677221E-4,-7.635590737E-5
4.026432962E1,2.290677221E-4,-3.817795368E-4,-7.635590737E-5
4.027398686E1,-3.817795368E-4,2.290677221E-4,-7.635590737E-5
4.028364410E1,-3.817795368E-4,2.290677221E-4,-7.635590737E-5
4.029330134E1,2.290677221E-4,2.290677221E-4,5.344913807E-4
4.030295858E1,2.290677221E-4,8.399150101E-4,5.344913807E-4
4.031261587E1,2.290677221E-4,2.290677221E-4,5.344913807E-4
4.032227311E1,-3.817795368E-4,2.290677221E-4,-7.635590737E-5
4.033193035E1,-3.817795368E-4,2.290677221E-4,5.344913807E-4
4.034158759E1,2.290677221E-4,2.290677221E-4,-7.635590737E-5
4.035124483E1,-3.817795368E-4,2.290677221E-4,-7.635590737E-5
4.036090207E1,-9.926267667E-4,-3.817795368E-4,-7.635590737E-5
4.037055931E1,-3.817795368E-4,-3.817795368E-4,-7.635590737E-5
4.038021655E1,3.054236295E-4,-3.817795368E-4,-7.635590737E-5
4.038987379E1,3.054236295E-4,-3.817795368E-4,-7.635590737E-5
4.039953103E1,3.054236295E-4,2.290677221E-4,-1.527118147E-4
4.040918827E1,-3.054236295E-4,2.290677221E-4,-7.635590737E-4
4.041884551E1,3.054236295E-4,2.290677221E-4,-7.635590737E-4
4.042850275E1,-3.054236295E-4,-3.817795368E-4,4.581354442E-4
4.043816004E1,3.054236295E-4,-3.817795368E-4,4.581354442E-4
4.044781728E1,3.054236295E-4,2.290677221E-4,4.581354442E-4
4.045747452E1,-3.054236295E-4,2.290677221E-4,4.581354442E-4
4.046713176E1,9.162708884E-4,-3.817795368E-4,4.581354442E-4
4.047678900E1,-3.054236295E-4,-3.817795368E-4,4.581354442E-4
4.048644624E1,3.054236295E-4,2.290677221E-4,-1.527118147E-4
4.049610348E1,3.054236295E-4,1.527118147E-4,4.581354442E-4
4.050576071E1,-3.054236295E-4,-4.581354442E-4,4.581354442E-4
4.051541795E1,-3.054236295E-4,-1.068982761E-3,-1.527118147E-4
4.052507519E1,-9.162708884E-4,-4.581354442E-4,4.581354442E-4
4.053473243E1,-3.054236295E-4,-4.581354442E-4,4.581354442E-4
4.054438967E1,3.054236295E-4,-4.581354442E-4,-1.527118147E-4
4.055404691E1,-3.054236295E-4,1.527118147E-4,-1.527118147E-4
4.056370415E1,-3.054236295E-4,1.527118147E-4,-1.527118147E-4
4.057336139E1,9.162708884E-4,1.527118147E-4,-7.635590737E-4
4.058301868E1,-9.162708884E-4,-4.581354442E-4,-1.527118147E-4
4.059267592E1,-3.054236295E-4,-4.581354442E-4,4.581354442E-4
4.060233316E1,3.054236295E-4,1.527118147E-4,-1.527118147E-4
4.061199040E1,3.054236295E-4,1.527118147E-4,-1.527118147E-4
4.062164764E1,9.162708884E-4,7.635590737E-4,-1.527118147E-4
4.063130488E1,3.054236295E-4,8.399150101E-4,4.581354442E-4
4.064096212E1,-3.054236295E-4,2.290677221E-4,4.581354442E-4
4.065061936E1,3.054236295E-4,-3.817795368E-4,-1.527118147E-4
4.066027660E1,3.054236295E-4,-3.817795368E-4,-8.399150101E-4
4.066993384E1,3.054236295E-4,-3.817795368E-4,-8.399150101E-4
4.067959108E1,3.054236295E-4,-3.817795368E-4,3.817795368E-4
4.068924832E1,-3.054236295E-4,-3.817795368E-4,-2.290677221E-4
4.069890556E1,3.054236295E-4,-9.926267667E-4,3.817795368E-4
4.070856280E1,-3.054236295E-4,-3.817795368E-4,3.817795368E-4
