"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.758090156E1,-1.645065546E-1,9.750752151E-2,9.879067421E0,9.880918137E0
2.758331588E1,-1.501496136E-1,8.315058798E-2,9.883852959E0,9.885343102E0
2.758573026E1,-1.860419661E-1,8.315058798E-2,9.893424034E0,9.895522460E0
2.758814463E1,-1.932204217E-1,6.640082598E-2,9.883852959E0,9.885964420E0
2.759055896E1,-1.645065546E-1,1.142572835E-1,9.895816803E0,9.897843570E0
2.759297328E1,-1.429711580E-1,9.511470050E-2,9.871889114E0,9.873382513E0
2.759538765E1,-1.740778536E-1,1.046859920E-1,9.898209572E0,9.900293682E0
2.759780198E1,-1.860419661E-1,7.597211748E-2,9.900602341E0,9.902641571E0
2.760021635E1,-1.764706671E-1,8.554340899E-2,9.905388832E0,9.907329988E0
2.760263067E1,-1.980060786E-1,1.238285750E-1,9.871889114E0,9.874651113E0
2.760504505E1,-2.123630047E-1,5.922235921E-2,9.893424034E0,9.895880176E0
2.760745942E1,-1.405783296E-1,7.118647546E-2,9.871889114E0,9.873146635E0
2.760987375E1,-1.381855011E-1,7.118647546E-2,9.888638496E0,9.889860164E0
2.761228807E1,-1.645065546E-1,8.793623000E-2,9.914959908E0,9.916714433E0
2.761470245E1,-1.788634956E-1,2.572284266E-2,9.883852959E0,9.885504697E0
2.761711677E1,-1.764706671E-1,5.682953820E-2,9.895816803E0,9.897553318E0
2.761953114E1,-1.573280841E-1,7.836493850E-2,9.886245728E0,9.887808037E0
2.762194547E1,-1.549352705E-1,7.597211748E-2,9.900602341E0,9.902106009E0
2.762435984E1,-1.645065546E-1,4.247260094E-2,9.874281883E0,9.875743468E0
2.762677416E1,-1.980060786E-1,9.750752151E-2,9.900602341E0,9.903062195E0
2.762918854E1,-1.980060786E-1,7.597211748E-2,9.864710808E0,9.866990295E0
2.763160286E1,-2.003988922E-1,8.793623000E-2,9.869496346E0,9.871922336E0
2.763401724E1,-1.740778536E-1,5.682953820E-2,9.874281883E0,9.875979719E0
2.763643156E1,-1.549352705E-1,6.400800496E-2,9.895816803E0,9.897236592E0
2.763884593E1,-1.716850251E-1,6.879365444E-2,9.888638496E0,9.890368023E0
2.764126026E1,-1.668993831E-1,9.511470050E-2,9.869496346E0,9.871365677E0
2.764367463E1,-2.003988922E-1,4.725824669E-2,9.883852959E0,9.885997287E0
2.764608896E1,-1.764706671E-1,8.075776696E-2,9.891031265E0,9.892935015E0
2.764850333E1,-1.453639716E-1,4.247260094E-2,9.907781601E0,9.908938937E0
2.765091765E1,-1.668993831E-1,4.007977992E-2,9.874281883E0,9.875773615E0
2.765333203E1,-1.668993831E-1,1.022931710E-1,9.859925270E0,9.861868263E0
2.765574635E1,-1.549352705E-1,5.922235921E-2,9.879067421E0,9.880459773E0
2.765816073E1,-2.147558331E-1,6.879365444E-2,9.871889114E0,9.874464407E0
2.766057505E1,-2.051845491E-1,7.118647546E-2,9.876674652E0,9.879062223E0
2.766298942E1,-2.123630047E-1,6.400800496E-2,9.888638496E0,9.891125638E0
2.766540375E1,-1.621137410E-1,1.046859920E-1,9.893424034E0,9.895305914E0
2.766781812E1,-1.549352705E-1,3.768695518E-2,9.879067421E0,9.880354161E0
2.767023245E1,-1.812563092E-1,9.750752151E-2,9.883852959E0,9.885995695E0
2.767264682E1,-1.621137410E-1,5.443671346E-2,9.883852959E0,9.885332242E0
2.767506114E1,-1.740778536E-1,8.793623000E-2,9.876674652E0,9.878600005E0
2.767747552E1,-1.908276081E-1,8.075776696E-2,9.895816803E0,9.897986017E0
2.767988984E1,-1.429711580E-1,7.357929647E-2,9.900602341E0,9.901907966E0
2.768230422E1,-1.621137410E-1,5.443671346E-2,9.893424034E0,9.894901886E0
2.768471854E1,-2.075773627E-1,8.793623000E-2,9.891031265E0,9.893599983E0
2.768713291E1,-1.932204217E-1,6.879365444E-2,9.874281883E0,9.876411768E0
2.768954724E1,-1.884347796E-1,8.315058798E-2,9.898209572E0,9.900352237E0
2.769196156E1,-2.075773627E-1,7.357929647E-2,9.867103577E0,9.869561047E0
2.769437593E1,-2.051845491E-1,9.990034252E-2,9.893424034E0,9.896055775E0
2.769679031E1,-1.740778536E-1,4.965107143E-2,9.862318039E0,9.863979188E0
2.769920463E1,-1.764706671E-1,1.094716340E-1,9.881460190E0,9.883642113E0
2.770161896E1,-1.621137410E-1,7.357929647E-2,9.910174370E0,9.911773344E0
2.770403333E1,-1.597209126E-1,7.357929647E-2,9.895816803E0,9.897379193E0
2.770644765E1,-2.051845491E-1,7.118647546E-2,9.891031265E0,9.893415371E0
2.770886203E1,-2.051845491E-1,9.032905847E-2,9.883852959E0,9.886395164E0
2.771127635E1,-1.692921966E-1,4.007977992E-2,9.879067421E0,9.880599139E0
2.771369073E1,-2.003988922E-1,1.046859920E-1,9.888638496E0,9.891222886E0
2.771610505E1,-1.716850251E-1,1.022931710E-1,9.898209572E0,9.900226885E0
2.771851942E1,-1.932204217E-1,1.046859920E-1,9.879067421E0,9.881511342E0
2.772093375E1,-1.716850251E-1,6.879365444E-2,9.876674652E0,9.878406273E0
2.772334812E1,-1.956132501E-1,6.640082598E-2,9.869496346E0,9.871658003E0
2.772576244E1,-1.645065546E-1,6.879365444E-2,9.883852959E0,9.885461258E0
2.772817682E1,-1.645065546E-1,9.272187948E-2,9.917352676E0,9.919150360E0
2.773059114E1,-1.908276081E-1,1.070788130E-1,9.900602341E0,9.903020133E0
2.773300552E1,-1.740778536E-1,7.118647546E-2,9.905388832E0,9.907174094E0
2.773541984E1,-1.908276081E-1,8.075776696E-2,9.876674652E0,9.878848069E0
2.773783422E1,-1.692921966E-1,9.511470050E-2,9.862318039E0,9.864229506E0
2.774024854E1,-1.525424421E-1,4.486542568E-2,9.874281883E0,9.875562000E0
2.774266291E1,-1.525424421E-1,4.486542568E-2,9.879067421E0,9.880346918E0
2.774507724E1,-1.668993831E-1,6.879365444E-2,9.876674652E0,9.878324258E0
2.774749161E1,-2.195414752E-1,1.094716340E-1,9.864710808E0,9.867760730E0
2.774990593E1,-1.932204217E-1,7.597211748E-2,9.898209572E0,9.900386792E0
2.775232031E1,-1.501496136E-1,7.357929647E-2,9.871889114E0,9.873305095E0
2.775473463E1,-1.501496136E-1,1.142572835E-1,9.874281883E0,9.876084363E0
2.775714901E1,-1.692921966E-1,6.161518395E-2,9.862318039E0,9.863963371E0
2.775956333E1,-1.668993831E-1,4.007977992E-2,9.895816803E0,9.897305289E0
2.776197771E1,-1.549352705E-1,7.118647546E-2,9.902996063E0,9.904463816E0
2.776439203E1,-1.764706671E-1,5.204389244E-2,9.926923752E0,9.928628588E0
2.776680640E1,-1.692921966E-1,4.725824669E-2,9.898209572E0,9.899769993E0
2.776922073E1,-1.932204217E-1,9.750752151E-2,9.900602341E0,9.902967664E0
2.777163510E1,-2.027917206E-1,5.922235921E-2,9.891031265E0,9.893287182E0
2.777404942E1,-1.645065546E-1,4.486542568E-2,9.867103577E0,9.868576813E0
2.777646380E1,-1.884347796E-1,1.094716340E-1,9.886245728E0,9.888647344E0
2.777887812E1,-1.692921966E-1,7.357929647E-2,9.871889114E0,9.873614761E0
2.778129250E1,-1.597209126E-1,5.922235921E-2,9.907781601E0,9.909245900E0
2.778370682E1,-1.884347796E-1,9.511470050E-2,9.879067421E0,9.881322157E0
2.778612120E1,-1.764706671E-1,7.357929647E-2,9.862318039E0,9.864171172E0
2.778853552E1,-1.668993831E-1,7.597211748E-2,9.886245728E0,9.887946286E0
2.779094989E1,-1.453639716E-1,7.597211748E-2,9.891031265E0,9.892391113E0
2.779336422E1,-1.668993831E-1,8.315058798E-2,9.869496346E0,9.871257647E0
2.779577859E1,-2.243271172E-1,8.075776696E-2,9.871889114E0,9.874767803E0
2.779819291E1,-1.668993831E-1,9.511470050E-2,9.881460190E0,9.883327258E0
2.780060729E1,-1.621137410E-1,4.965107143E-2,9.857531548E0,9.858989517E0
2.780302161E1,-1.549352705E-1,4.007977992E-2,9.867103577E0,9.868401305E0
2.780543593E1,-1.788634956E-1,6.580262445E-3,9.888638496E0,9.890258175E0
2.780785031E1,-1.668993831E-1,7.836493850E-2,9.886245728E0,9.887964960E0
2.781026468E1,-1.645065546E-1,7.357929647E-2,9.876674652E0,9.878318607E0
2.781267901E1,-1.860419661E-1,2.093719877E-2,9.891031265E0,9.892802913E0
2.781509338E1,-1.788634956E-1,8.793623000E-2,9.869496346E0,9.871508651E0
2.781750770E1,-1.884347796E-1,6.879365444E-2,9.891031265E0,9.893065234E0
2.781992203E1,-1.525424421E-1,6.879365444E-2,9.886245728E0,9.887661824E0
2.782233640E1,-2.195414752E-1,4.965107143E-2,9.883852959E0,9.886415579E0
2.782475073E1,-1.621137410E-1,6.400800496E-2,9.874281883E0,9.875819996E0
2.782716510E1,-1.740778536E-1,1.118644550E-1,9.874281883E0,9.876449740E0
2.782957942E1,-1.573280841E-1,6.640082598E-2,9.876674652E0,9.878150808E0
2.783199380E1,-1.740778536E-1,5.204389244E-2,9.874281883E0,9.875953340E0
2.783440812E1,-1.908276081E-1,7.357929647E-2,9.883852959E0,9.885968764E0
2.783682250E1,-1.860419661E-1,8.315058798E-2,9.881460190E0,9.883561156E0
2.783923682E1,-1.908276081E-1,8.315058798E-2,9.893424034E0,9.895613590E0
2.784165120E1,-1.836491376E-1,6.640082598E-2,9.883852959E0,9.885781981E0
2.784406552E1,-1.764706671E-1,7.357929647E-2,9.876674652E0,9.878525092E0
2.784647989E1,-1.932204217E-1,7.357929647E-2,9.888638496E0,9.890799733E0
2.784889422E1,-1.932204217E-1,9.272187948E-2,9.876674652E0,9.878999629E0
2.785130859E1,-1.836491376E-1,5.204389244E-2,9.883852959E0,9.885695974E0
2.785372291E1,-1.764706671E-1,7.597211748E-2,9.883852959E0,9.885720154E0
2.785613729E1,-1.884347796E-1,5.922235921E-2,9.850353241E0,9.852333425E0
2.785855161E1,-1.549352705E-1,5.922235921E-2,9.852746010E0,9.854142081E0
2.786096599E1,-1.764706671E-1,2.811566554E-2,9.864710808E0,9.866329191E0
2.786338031E1,-1.716850251E-1,6.640082598E-2,9.862318039E0,9.864035783E0
2.786579468E1,-1.860419661E-1,4.725824669E-2,9.888638496E0,9.890501315E0
2.786820901E1,-1.788634956E-1,5.204389244E-2,9.876674652E0,9.878431196E0
2.787062338E1,-1.764706671E-1,6.640082598E-2,9.869496346E0,9.871297234E0
2.787303770E1,-2.147558331E-1,5.682953820E-2,9.888638496E0,9.891133453E0
2.787545208E1,-2.171486616E-1,1.022931710E-1,9.879067421E0,9.881983128E0
2.787786640E1,-1.788634956E-1,1.381855011E-1,9.900602341E0,9.903182018E0
2.788028078E1,-1.501496136E-1,8.075776696E-2,9.895816803E0,9.897285331E0
2.788269510E1,-1.597209126E-1,7.597211748E-2,9.883852959E0,9.885435339E0
2.788510948E1,-1.716850251E-1,8.315058798E-2,9.900602341E0,9.902439925E0
2.788752380E1,-1.788634956E-1,1.310070455E-1,9.898209572E0,9.900692285E0
2.788993817E1,-1.501496136E-1,6.640082598E-2,9.859925270E0,9.861292020E0
2.789235250E1,-1.477568001E-1,8.315058798E-2,9.900602341E0,9.902053969E0
2.789476687E1,-2.027917206E-1,4.247260094E-2,9.902996063E0,9.905163271E0
2.789718120E1,-1.764706671E-1,7.357929647E-2,9.898209572E0,9.900055987E0
2.789959557E1,-1.860419661E-1,7.118647546E-2,9.888638496E0,9.890644592E0
2.790200989E1,-2.051845491E-1,7.118647546E-2,9.874281883E0,9.876670032E0
2.790442427E1,-1.453639716E-1,1.262213886E-1,9.895816803E0,9.897689262E0
2.790683859E1,-1.860419661E-1,1.333998591E-1,9.881460190E0,9.884111625E0
2.790925297E1,-1.525424421E-1,7.118647546E-2,9.881460190E0,9.882893918E0
2.791166729E1,-1.094716340E-1,9.511470050E-2,9.879067421E0,9.880131778E0
2.791408166E1,-1.286142170E-1,8.075776696E-2,9.859925270E0,9.861094755E0
2.791649599E1,-1.764706671E-1,9.511470050E-2,9.874281883E0,9.876316693E0
2.791891036E1,-1.333998591E-1,6.640082598E-2,9.879067421E0,9.880191177E0
2.792132468E1,-1.716850251E-1,5.922235921E-2,9.857531548E0,9.859204392E0
2.792373906E1,-1.621137410E-1,1.070788130E-1,9.891031265E0,9.892939211E0
2.792615338E1,-1.788634956E-1,8.075776696E-2,9.874281883E0,9.876231907E0
2.792856771E1,-1.932204217E-1,1.022931710E-1,9.888638496E0,9.891055016E0
2.793098208E1,-1.740778536E-1,7.836493850E-2,9.867103577E0,9.868950155E0
2.793339646E1,-1.621137410E-1,7.836493850E-2,9.891031265E0,9.892670085E0
2.793581078E1,-1.812563092E-1,1.070788130E-1,9.879067421E0,9.881310279E0
2.793822510E1,-1.908276081E-1,6.640082598E-2,9.879067421E0,9.881133404E0
2.794063948E1,-1.788634956E-1,5.204389244E-2,9.895816803E0,9.897569950E0
2.794305380E1,-1.692921966E-1,4.965107143E-2,9.891031265E0,9.892604539E0
2.794546817E1,-1.621137410E-1,3.050848842E-2,9.898209572E0,9.899584050E0
2.794788250E1,-1.668993831E-1,5.204389244E-2,9.867103577E0,9.868652236E0
2.795029687E1,-1.645065546E-1,6.400800496E-2,9.891031265E0,9.892606275E0
2.795271120E1,-1.740778536E-1,9.990034252E-2,9.867103577E0,9.869144652E0
2.795512557E1,-1.740778536E-1,2.093719877E-2,9.888638496E0,9.890192757E0
2.795753989E1,-2.099701911E-1,7.357929647E-2,9.891031265E0,9.893533286E0
2.795995427E1,-2.003988922E-1,5.922235921E-2,9.902996063E0,9.905200555E0
2.796236859E1,-1.836491376E-1,7.836493850E-2,9.883852959E0,9.885869581E0
2.796478297E1,-1.980060786E-1,8.793623000E-2,9.869496346E0,9.871874052E0
2.796719729E1,-1.956132501E-1,6.400800496E-2,9.867103577E0,9.869249949E0
2.796961166E1,-2.027917206E-1,8.075776696E-2,9.867103577E0,9.869517683E0
2.797202599E1,-1.692921966E-1,5.682953820E-2,9.876674652E0,9.878288902E0
2.797444036E1,-2.270190418E-1,9.750752151E-2,9.871889114E0,9.874980509E0
2.797685468E1,-2.147558331E-1,6.161518395E-2,9.869496346E0,9.872024849E0
2.797926906E1,-1.597209126E-1,9.032905847E-2,9.886245728E0,9.887948457E0
2.798168338E1,-1.477568001E-1,6.640082598E-2,9.891031265E0,9.892357688E0
2.798409776E1,-1.668993831E-1,7.836493850E-2,9.874281883E0,9.876003199E0
2.798651208E1,-1.836491376E-1,2.572284266E-2,9.900602341E0,9.902338884E0
2.798892646E1,-2.027917206E-1,7.118647546E-2,9.900602341E0,9.902934853E0
2.799134078E1,-1.860419661E-1,8.315058798E-2,9.888638496E0,9.890737937E0
2.799375515E1,-1.477568001E-1,9.032905847E-2,9.883852959E0,9.885370035E0
2.799616948E1,-2.123630047E-1,6.640082598E-2,9.888638496E0,9.891141412E0
2.799858385E1,-1.884347796E-1,5.682953820E-2,9.857531548E0,9.859496208E0
2.800099817E1,-1.597209126E-1,4.965107143E-2,9.912567139E0,9.913978176E0
2.800341255E1,-1.645065546E-1,5.204389244E-2,9.902996063E0,9.904499079E0
2.800582687E1,-1.549352705E-1,6.879365444E-2,9.886245728E0,9.887699029E0
2.800824125E1,-1.812563092E-1,9.511470050E-2,9.881460190E0,9.883580128E0
2.801065557E1,-1.836491376E-1,9.032905847E-2,9.874281883E0,9.876402637E0
2.801306994E1,-1.668993831E-1,4.007977992E-2,9.843174934E0,9.844671380E0
2.801548427E1,-1.621137410E-1,1.262213886E-1,9.871889114E0,9.874026909E0
2.801789864E1,-1.716850251E-1,8.075776696E-2,9.874281883E0,9.876104509E0
2.802031297E1,-1.501496136E-1,7.118647546E-2,9.881460190E0,9.882857274E0
2.802272734E1,-1.908276081E-1,8.793623000E-2,9.898209572E0,9.900439419E0
2.802514166E1,-1.716850251E-1,7.836493850E-2,9.874281883E0,9.876085233E0
2.802755604E1,-1.812563092E-1,7.597211748E-2,9.871889114E0,9.873845264E0
2.802997036E1,-2.123630047E-1,9.272187948E-2,9.883852959E0,9.886568904E0
2.803238468E1,-1.645065546E-1,7.118647546E-2,9.907781601E0,9.909402917E0
2.803479906E1,-1.836491376E-1,8.075776696E-2,9.881460190E0,9.883496563E0
2.803721343E1,-2.027917206E-1,5.922235921E-2,9.867103577E0,9.869364962E0
2.803962776E1,-1.788634956E-1,4.007977992E-2,9.888638496E0,9.890337196E0
2.804204208E1,-1.668993831E-1,4.486542568E-2,9.876674652E0,9.878186599E0
2.804445646E1,-1.980060786E-1,7.597211748E-2,9.888638496E0,9.890912470E0
2.804687078E1,-1.860419661E-1,4.486542568E-2,9.888638496E0,9.890490171E0
2.804928515E1,-1.764706671E-1,7.118647546E-2,9.871889114E0,9.873722910E0
2.805169948E1,-1.645065546E-1,7.357929647E-2,9.867103577E0,9.868749126E0
2.805411385E1,-1.645065546E-1,5.922235921E-2,9.850353241E0,9.851904824E0
2.805652817E1,-1.812563092E-1,6.400800496E-2,9.879067421E0,9.880937404E0
2.805894255E1,-1.501496136E-1,3.529413417E-2,9.898209572E0,9.899411261E0
2.806135687E1,-1.788634956E-1,6.640082598E-2,9.907781601E0,9.909618432E0
2.806377125E1,-1.214357466E-1,1.854437590E-2,9.883852959E0,9.884616323E0
2.806618557E1,-1.692921966E-1,5.922235921E-2,9.883852959E0,9.885480082E0
2.806859995E1,-1.764706671E-1,4.247260094E-2,9.888638496E0,9.890304198E0
2.807101427E1,-1.812563092E-1,4.725824669E-2,9.898209572E0,9.899981814E0
2.807342864E1,-1.788634956E-1,7.118647546E-2,9.886245728E0,9.888119854E0
2.807584297E1,-1.453639716E-1,7.357929647E-2,9.886245728E0,9.887588138E0
2.807825734E1,-1.884347796E-1,9.032905847E-2,9.871889114E0,9.874100551E0
2.808067166E1,-2.099701911E-1,8.315058798E-2,9.895816803E0,9.898393390E0
2.808308604E1,-1.740778536E-1,8.315058798E-2,9.888638496E0,9.890520129E0
2.808550036E1,-1.668993831E-1,4.247260094E-2,9.886245728E0,9.887745644E0
2.808791474E1,-1.908276081E-1,9.272187948E-2,9.886245728E0,9.888521988E0
2.809032906E1,-1.645065546E-1,9.750752151E-2,9.886245728E0,9.888095100E0
2.809274343E1,-1.836491376E-1,8.315058798E-2,9.874281883E0,9.876339592E0
2.809515776E1,-1.716850251E-1,7.357929647E-2,9.883852959E0,9.885617784E0
2.809757213E1,-1.908276081E-1,8.793623000E-2,9.876674652E0,9.878909360E0
2.809998646E1,-1.357926875E-1,5.682953820E-2,9.874281883E0,9.875379079E0
2.810240083E1,-1.860419661E-1,3.290131316E-2,9.902996063E0,9.904798087E0
2.810481515E1,-1.501496136E-1,5.682953820E-2,9.900602341E0,9.901903919E0
2.810722953E1,-1.621137410E-1,8.973085321E-3,9.888638496E0,9.889971319E0
2.810964385E1,-1.166501045E-1,8.554340899E-2,9.900602341E0,9.901659034E0
2.811205823E1,-1.477568001E-1,9.032905847E-2,9.879067421E0,9.880585232E0
2.811447255E1,-1.692921966E-1,8.075776696E-2,9.891031265E0,9.892809568E0
2.811688692E1,-1.956132501E-1,1.070788130E-1,9.891031265E0,9.893544860E0
2.811930125E1,-1.692921966E-1,8.075776696E-2,9.891031265E0,9.892809568E0
2.812171562E1,-1.549352705E-1,6.879365444E-2,9.893424034E0,9.894876281E0
2.812412995E1,-1.453639716E-1,6.161518395E-2,9.879067421E0,9.880328953E0
2.812654432E1,-1.549352705E-1,3.768695518E-2,9.891031265E0,9.892316449E0
2.812895864E1,-1.908276081E-1,7.836493850E-2,9.900602341E0,9.902751282E0
2.813137302E1,-1.908276081E-1,1.046859920E-1,9.874281883E0,9.876680467E0
2.813378734E1,-1.477568001E-1,1.238285750E-1,9.881460190E0,9.883340583E0
2.813620172E1,-1.692921966E-1,7.118647546E-2,9.881460190E0,9.883166641E0
2.813861604E1,-1.477568001E-1,9.750752151E-2,9.869496346E0,9.871083927E0
2.814103041E1,-1.836491376E-1,5.682953820E-2,9.886245728E0,9.888114643E0
2.814344474E1,-1.740778536E-1,3.529413417E-2,9.905388832E0,9.906981210E0
2.814585911E1,-1.788634956E-1,8.315058798E-2,9.864710808E0,9.866682598E0
2.814827343E1,-1.525424421E-1,1.094716340E-1,9.879067421E0,9.880851499E0
2.815068776E1,-1.788634956E-1,9.272187948E-2,9.898209572E0,9.900259705E0
2.815310213E1,-1.716850251E-1,5.682953820E-2,9.886245728E0,9.887899672E0
2.815551646E1,-1.812563092E-1,5.682953820E-2,9.857531548E0,9.859361625E0
2.815793083E1,-1.836491376E-1,9.032905847E-2,9.893424034E0,9.895540686E0
2.816034515E1,-1.836491376E-1,8.554340899E-2,9.891031265E0,9.893105891E0
2.816275953E1,-1.621137410E-1,5.204389244E-2,9.886245728E0,9.887711769E0
2.816517385E1,-1.597209126E-1,4.247260094E-2,9.886245728E0,9.887627080E0
2.816758823E1,-1.668993831E-1,4.486542568E-2,9.871889114E0,9.873401795E0
2.817000255E1,-1.645065546E-1,7.836493850E-2,9.838389397E0,9.840076696E0
2.817241692E1,-1.716850251E-1,3.050848842E-2,9.869496346E0,9.871036654E0
2.817483125E1,-1.788634956E-1,6.161518395E-2,9.879067421E0,9.880878589E0
2.817724562E1,-1.597209126E-1,7.357929647E-2,9.867103577E0,9.868670512E0
2.817965994E1,-1.836491376E-1,3.290131316E-2,9.910174370E0,9.911930465E0
2.818207432E1,-2.075773627E-1,6.400800496E-2,9.895816803E0,9.898200624E0
2.818448864E1,-1.621137410E-1,7.357929647E-2,9.893424034E0,9.895025715E0
2.818690302E1,-1.716850251E-1,6.161518395E-2,9.888638496E0,9.890320697E0
2.818931734E1,-1.716850251E-1,1.214357466E-1,9.907781601E0,9.910013049E0
2.819173172E1,-1.573280841E-1,7.118647546E-2,9.893424034E0,9.894930963E0
2.819414604E1,-1.884347796E-1,8.793623000E-2,9.888638496E0,9.890824625E0
2.819656041E1,-2.003988922E-1,6.879365444E-2,9.888638496E0,9.890908128E0
2.819897474E1,-1.501496136E-1,2.811566554E-2,9.883852959E0,9.885033369E0
2.820138911E1,-1.716850251E-1,8.315058798E-2,9.859925270E0,9.861770434E0
2.820380343E1,-1.286142170E-1,9.032905847E-2,9.855138779E0,9.856391901E0
2.820621781E1,-1.453639716E-1,1.142572835E-1,9.867103577E0,9.868835717E0
2.820863213E1,-1.836491376E-1,6.161518395E-2,9.874281883E0,9.876181759E0
2.821104651E1,-1.501496136E-1,6.640082598E-2,9.910174370E0,9.911534191E0
2.821346083E1,-1.549352705E-1,4.247260094E-2,9.883852959E0,9.885158480E0
2.821587521E1,-2.051845491E-1,4.965107143E-2,9.886245728E0,9.888499407E0
2.821828953E1,-1.621137410E-1,5.443671346E-2,9.881460190E0,9.882939831E0
2.822070390E1,-1.812563092E-1,5.682953820E-2,9.859925270E0,9.861754904E0
2.822311823E1,-1.860419661E-1,3.529413417E-2,9.879067421E0,9.880882066E0
2.822553260E1,-1.597209126E-1,4.965107143E-2,9.876674652E0,9.878090817E0
2.822794692E1,-1.429711580E-1,6.640082598E-2,9.857531548E0,9.858791915E0
2.823036130E1,-1.740778536E-1,8.793623000E-2,9.871889114E0,9.873815401E0
2.823277562E1,-1.597209126E-1,4.486542568E-2,9.871889114E0,9.873283059E0
2.823519000E1,-1.549352705E-1,9.032905847E-2,9.886245728E0,9.887872312E0
2.823760432E1,-1.381855011E-1,1.070788130E-1,9.869496346E0,9.871044485E0
2.824001870E1,-1.525424421E-1,5.443671346E-2,9.871889114E0,9.873217674E0
2.824243302E1,-1.788634956E-1,8.315058798E-2,9.902996063E0,9.904960232E0
2.824484739E1,-1.860419661E-1,6.879365444E-2,9.888638496E0,9.890627659E0
2.824726172E1,-1.812563092E-1,8.075776696E-2,9.881460190E0,9.883452390E0
2.824967604E1,-1.908276081E-1,4.247260094E-2,9.888638496E0,9.890570783E0
2.825209041E1,-2.027917206E-1,3.529413417E-2,9.893424034E0,9.895565132E0
2.825450479E1,-2.123630047E-1,7.357929647E-2,9.874281883E0,9.876839306E0
2.825691911E1,-1.884347796E-1,1.022931710E-1,9.893424034E0,9.895747101E0
2.825933349E1,-2.195414752E-1,3.290131316E-2,9.888638496E0,9.891129979E0
2.826174781E1,-1.692921966E-1,7.118647546E-2,9.874281883E0,9.875989574E0
2.826416213E1,-1.908276081E-1,1.238285750E-1,9.859925270E0,9.862549114E0
2.826657651E1,-1.645065546E-1,9.511470050E-2,9.876674652E0,9.878502488E0
2.826899083E1,-1.908276081E-1,5.204389244E-2,9.869496346E0,9.871478200E0
2.827140520E1,-1.645065546E-1,8.793623000E-2,9.869496346E0,9.871258952E0
2.827381953E1,-1.836491376E-1,2.572284266E-2,9.874281883E0,9.876023055E0
2.827623390E1,-1.716850251E-1,4.725824669E-2,9.874281883E0,9.875887393E0
2.827864823E1,-1.812563092E-1,7.597211748E-2,9.881460190E0,9.883414445E0
2.828106260E1,-1.645065546E-1,5.443671346E-2,9.891031265E0,9.892548977E0
2.828347692E1,-1.621137410E-1,7.836493850E-2,9.891031265E0,9.892670085E0
2.828589130E1,-1.597209126E-1,7.118647546E-2,9.919745445E0,9.921286609E0
2.828830562E1,-1.788634956E-1,9.272187948E-2,9.900602341E0,9.902651978E0
2.829072000E1,-1.932204217E-1,7.597211748E-2,9.881460190E0,9.883641099E0
2.829313432E1,-1.836491376E-1,6.640082598E-2,9.898209572E0,9.900135797E0
2.829554870E1,-1.956132501E-1,9.032905847E-2,9.876674652E0,9.879024550E0
2.829796302E1,-1.884347796E-1,5.922235921E-2,9.883852959E0,9.885826433E0
2.830037739E1,-1.788634956E-1,9.511470050E-2,9.869496346E0,9.871575207E0
2.830279172E1,-2.003988922E-1,3.050848842E-2,9.871889114E0,9.873970082E0
2.830520609E1,-2.051845491E-1,1.046859920E-1,9.886245728E0,9.888928882E0
2.830762041E1,-1.980060786E-1,6.640082598E-2,9.893424034E0,9.895628055E0
2.831003479E1,-1.884347796E-1,1.310070455E-1,9.881460190E0,9.884124948E0
2.831244911E1,-1.908276081E-1,9.511470050E-2,9.891031265E0,9.893329140E0
2.831486349E1,-1.549352705E-1,8.554340899E-2,9.900602341E0,9.902184068E0
2.831727781E1,-1.740778536E-1,8.315058798E-2,9.891031265E0,9.892912443E0
2.831969218E1,-1.860419661E-1,5.682953820E-2,9.879067421E0,9.880982457E0
2.832210651E1,-1.645065546E-1,4.247260094E-2,9.926923752E0,9.928377587E0
2.832452088E1,-1.573280841E-1,4.725824669E-2,9.891031265E0,9.892395309E0
2.832693520E1,-1.645065546E-1,7.597211748E-2,9.886245728E0,9.887906187E0
2.832934958E1,-1.836491376E-1,6.400800496E-2,9.886245728E0,9.888158505E0
2.833176390E1,-1.884347796E-1,6.400800496E-2,9.898209572E0,9.900209968E0
2.833417828E1,-1.812563092E-1,8.554340899E-2,9.891031265E0,9.893061761E0
2.833659260E1,-2.027917206E-1,5.682953820E-2,9.888638496E0,9.890880921E0
2.833900698E1,-1.381855011E-1,4.486542568E-2,9.879067421E0,9.880135690E0
2.834142130E1,-1.932204217E-1,1.136590727E-2,9.891031265E0,9.892924886E0
2.834383567E1,-1.668993831E-1,6.879365444E-2,9.883852959E0,9.885501367E0
2.834625000E1,-1.884347796E-1,1.022931710E-1,9.900602341E0,9.902923723E0
2.834866437E1,-1.549352705E-1,9.511470050E-2,9.902996063E0,9.904664698E0
2.835107870E1,-1.956132501E-1,9.032905847E-2,9.886245728E0,9.888593351E0
2.835349307E1,-1.597209126E-1,6.879365444E-2,9.862318039E0,9.863851197E0
2.835590739E1,-1.740778536E-1,6.879365444E-2,9.881460190E0,9.883232829E0
2.835832177E1,-1.812563092E-1,8.075776696E-2,9.886245728E0,9.888236964E0
2.836073609E1,-1.812563092E-1,6.161518395E-2,9.879067421E0,9.880922193E0
